media,std,max,min,rms,grupo
0.14599119642437444,0.0053882604084711004,0.153468817697355,0.131733964805662,0.1460905978619082,0
0.16065206984117814,0.007807728993182724,0.180886504566078,0.147774566101339,0.16084168668689644,0
0.18590915976867536,0.00663768879361599,0.194172469980101,0.15765289147037,0.18602761783782465,0
0.1740276406705359,0.011940214665135425,0.187256361154035,0.154074905318068,0.17443677491745443,0
0.1552407797663739,0.006007298564968867,0.163855002009822,0.142760368004442,0.15535696746049235,0
0.23194346647375078,0.012352048348959851,0.248416710085951,0.199354892969427,0.23227213508786407,0
0.26002214285398945,0.008601028601280564,0.277351920972117,0.248416710085951,0.26016435664283555,0
0.2624037692686168,0.007117229421713567,0.272872153859968,0.248023616695773,0.2625002725351325,0
0.23133442268748045,0.011531927464891678,0.259356899466082,0.204404980428569,0.2316216753052386,0
0.19530084699138273,0.012340304968421006,0.219238081927386,0.177898219805273,0.19569032669568806,0
0.1772461885187324,0.00499482764914852,0.18528541745131,0.165289542320047,0.17731655209726674,0
0.14922740441581225,0.009666290889726524,0.172567835567968,0.13717441113973,0.14954014647660735,0
0.2097071247439559,0.023784472344815347,0.254719502640304,0.181128917770442,0.21105160338907256,0
0.2860389900550996,0.021742382761225386,0.309696516971865,0.247338875244822,0.28686414038683367,1
0.30254719181654055,0.007760639798394459,0.32089667741953,0.291006646204,0.3026467095577862,1
0.25218579297375604,0.01050506520328933,0.265452932558677,0.228894417530423,0.2524044979249132,0
0.2109345988626357,0.013720484473492712,0.237488766597023,0.185520001574574,0.21138036023133364,0
0.18062668262367534,0.003301866443842152,0.18925682965176,0.173440691188425,0.18065685925988778,0
0.17096764259902003,0.007400848749233003,0.181630073156874,0.155872340948333,0.17112775163039826,0
0.2173923892743018,0.009926712426436153,0.233928889885812,0.202839366791445,0.21761891125080723,0
0.23196714382141226,0.009206440000976895,0.24591799486605,0.214313218044487,0.23214976706892337,0
0.22753755507690201,0.006728117324022273,0.238410538005999,0.214313218044487,0.22763700607128892,0
0.24117890904451605,0.006020145236467935,0.251543252799588,0.230101896016934,0.2412540327467525,0
0.257917733245817,0.009555851562972568,0.272735218984545,0.237378600822011,0.2580946946795962,0
0.23461524651564794,0.010608194996580179,0.26072083835737,0.215275834302493,0.23485495033889262,0
0.2133827488237406,0.013950525813254282,0.225894026155731,0.180610897757597,0.21383829092574097,0
0.1913887250506608,0.02105733525679784,0.221990918580932,0.129780104734396,0.1925436455576621,0
0.17638895258876314,0.0237861135605255,0.204296908172721,0.100860468360974,0.17798551006662075,0
0.2099815111799533,0.009346254097379799,0.224497369599466,0.190765043141428,0.21018940863675706,0
0.21734394817139394,0.018289066066577472,0.241567963569949,0.190765043141428,0.2181120852779992,0
0.2473304720175712,0.011053683442901151,0.260145619587304,0.226029613936047,0.24757735418670757,0
0.22932587058656323,0.0072558118418070425,0.245097881837842,0.219869499722657,0.22944062788828148,0
0.2739033125444511,0.01656214511355037,0.29724629298355,0.241358959587242,0.27440358830304235,1
0.3073175013682777,0.013389199230733196,0.32990725144424,0.286525635868164,0.3076090331951934,1
0.2720945854207962,0.018750507349278158,0.307236021227147,0.247410219596108,0.27273988513081515,1
0.2301966984212948,0.015817317374048172,0.251548215329731,0.204068339779725,0.23073947970162348,0
0.2166676011499521,0.006616846275102079,0.225105220788887,0.203229000255816,0.21676861406279058,0
0.19255711764703265,0.028333059785286913,0.232507436295796,0.143157991421427,0.19463043398536062,0
0.2602856853720373,0.01681008159245941,0.279026041902702,0.22570272043561,0.26082794492296324,0
0.27254153889747584,0.007731702285405154,0.284903141469714,0.260158997759263,0.2726511867658648,1
0.2999046660912182,0.011307473945312172,0.313822455017631,0.27890705508622,0.3001177564062297,1
0.2919105917518714,0.007368105329766521,0.308354567422046,0.275391557908959,0.29200356599377053,1
0.2331146455534488,0.014032415994325902,0.25059424914028,0.204649812109598,0.23353660670256363,0
0.213034038246251,0.007199994749452096,0.22716058599461,0.199732496969395,0.21315567404105681,0
0.22446967490878894,0.02040014137645309,0.248834951846654,0.193402150862725,0.2253947664029417,0
0.21375609374259721,0.009580742783968263,0.239622824983393,0.199591824946838,0.21397069482615266,0
0.2063251295041962,0.016643333377757728,0.231654872864484,0.177751267396706,0.20699531301661525,0
0.2454792661721129,0.010339927478279422,0.261381507238494,0.23061837048709,0.24569693571686066,0
0.30393071982492925,0.03907066969184421,0.38537194114508,0.25901031515917,0.3064317210790502,1
0.45389957274323,0.047856992350855276,0.513996030225343,0.363544898335917,0.4564155057109219,1
0.5021889209940844,0.02012682533388544,0.527933616872436,0.456677434327313,0.5025920825751472,1
0.37105238565853477,0.06729901426124867,0.472471127046432,0.283928890514308,0.37710612594258625,1
0.24913986164182686,0.03187143581893126,0.29479996313859,0.216337726859728,0.2511701795199201,0
0.22276940742285198,0.007108624838378593,0.234929240942443,0.20986868239406,0.22288279752062837,0
0.1878938937591722,0.005113390932860824,0.200387718348005,0.179892727354626,0.1879634594244726,0
0.1781847375238986,0.0102782482848379,0.191729991371114,0.156643905412761,0.17848093196267606,0
0.15311053693612547,0.009369285175329832,0.163677536676852,0.128919428098769,0.1533969361674649,0
0.1743760192175586,0.00993994389298173,0.193706816735876,0.157722537494449,0.17465909241364444,0
0.22280453391475313,0.011840778515753665,0.234878857870023,0.192459965144752,0.2231189466827717,0
0.2555192405794206,0.013007243705319511,0.278523963429015,0.232665010706549,0.2558500941862117,0
0.28063638285245385,0.011115468189129257,0.307233475422174,0.261144122109081,0.2808564277590467,1
0.3365897854936801,0.013401554396354482,0.353057379584918,0.304447507740851,0.3368564759046797,1
0.292536863798302,0.022607059864356266,0.328259779822724,0.242959013244964,0.29340909296860057,1
0.25448636681095566,0.01036834968582377,0.267021363822051,0.236921407566508,0.25469749423158405,0
0.21104673327965107,0.016645830232992712,0.239090791041772,0.181383148988594,0.2117021664796036,0
0.17902554536190146,0.008625583297513369,0.193192215761986,0.165835506310396,0.17923321840370043,0
0.15164446160441347,0.008255238414197818,0.166479628872703,0.133457434927632,0.15186899517863306,0
0.17628817462492766,0.009157082486069001,0.197859681097715,0.165862557548338,0.1765258413724338,0
0.21666026442605898,0.008139739146240655,0.236498858875496,0.200993779985972,0.21681311199864878,0
0.22915335440350984,0.008695430839803323,0.244897654879246,0.214449864357908,0.22931827304397348,0
0.26378064687694813,0.01959844603881942,0.285975140791834,0.213927552295753,0.2645077101975626,0
0.3250826574514498,0.02925968914039069,0.364874523954078,0.274627468998718,0.3263967885630755,1
0.37542596754059326,0.01004744487934477,0.389392996832719,0.352466974065528,0.37556039228384297,1
0.3349247342485014,0.0347249922477595,0.383537546646753,0.274476521598634,0.3367200657787359,1
0.22912759969853094,0.02409116305848059,0.280781679675417,0.202389844806557,0.23039062715553454,0
0.20685617887877264,0.0066224958090661595,0.215576804431199,0.190163799218228,0.2069621612543411,0
0.18577170081912162,0.0147443692685136,0.208503838324892,0.165616544169259,0.18635589942461042,0
0.14872054056524425,0.01689923524995129,0.170211762918119,0.104299782318479,0.14967759798330427,0
0.23782211514274096,0.008654500350432701,0.24523127097117,0.207043143667505,0.23797953447152292,0
0.14320659817363451,0.004932353252465199,0.157031013712168,0.137127809587744,0.14329151359753278,0
0.1436220638585739,0.0028698305010748356,0.152213451360154,0.13728497739989,0.143650733218112,0
0.14016170687017795,0.020723748898807837,0.162368650791166,0.103410013627952,0.14168548916943657,0
0.21631212893854543,0.03219684832552187,0.263242528375436,0.162368650791166,0.21869516265345823,0
0.2841933186205575,0.018834823543899745,0.31771209401192,0.262167666970044,0.2848167707957092,1
0.3061416168732496,0.009545448678111386,0.32112409559576,0.287467408331208,0.3062903935356674,1
0.28120158588731703,0.014936970145401088,0.295567707915517,0.246037122402374,0.28159802020374136,1
0.24513030309455047,0.004112472034709684,0.258804868193339,0.238918604255936,0.24516479747602934,0
0.28950624522014495,0.008017342636684535,0.306058135500785,0.27441960188841,0.28961723671843276,1
0.2745423224346226,0.021641172046073257,0.294545971365135,0.231308041972815,0.27539394898095354,1
0.23282641338473373,0.009402930231875,0.247316426181774,0.219183832110365,0.2330162094502106,0
0.21416168034157235,0.009524352468489115,0.227742041099781,0.195167732930167,0.21437336265653392,0
0.1759508522182878,0.00912402845778765,0.189374443743382,0.158888261175843,0.17618725916376662,0
0.1656778209498459,0.016229857929347148,0.184163298896711,0.130248021188668,0.1664708642468585,0
0.18971554322612413,0.008217302570241137,0.200787833814756,0.178771909607345,0.18989342116859728,0
0.15889808829187382,0.014163280152348245,0.182897168817281,0.138556895231517,0.15952805699150865,0
